"priority_score","review_bucket","queue_rank","lead_id","company_name","source_url","source_count","additional_source_urls","candidate_type","candidate_value","candidate_context","confidence_suggestion","save_recommendation"
"89","possible_key_person","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","3","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","key_person_name","Salter Brothers Asset","management: Salter Brothers Privacy Policy | Legal Disclaimer Salter Brothers Asset Management Pty Limited: ABN 33 119 833 760, AFSL 308971 is the trustee of all Salter Brothers Funds","Medium","Person name found near 'management' role. Verify person/company fit before saving to contacts."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","22","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/about/","About Us","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","9","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/about/our-boards/","Our Boards","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","9","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/about/our-team/","Our Senior Team","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","9","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/","Our Specialist Funds","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","9","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/credit-funds/","Credit Funds","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","7","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/emerging-companies/","Salter Brothers Emerging Companies Ltd","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","10","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/immigration-investment/","Immigration Investment","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","3","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/immigration-investment/significant-investor-visa-australia/","SIV Australia","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","10","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/private-equity-funds/","Equity Funds","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","10","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","team_link","https://salterbrothers.com.au/funds-management/property-funds/","Property Funds","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","1","","team_link","https://salterbrothers.com.au/investors/","More about our investors","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","1","","team_link","https://salterbrothers.com.au/salter-brothers-acquires-causeway-asset-management-expanding-its-private-credit-business/","","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","9","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","contact_link","https://salterbrothers.com.au/contact/","Contact","Medium","Review linked page for contact/form/KP details."
"70","company_linkedin","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au","6","https://salterbrothers.com.au/about/ | https://salterbrothers.com.au/about/our-boards/","company_linkedin_url","https://au.linkedin.com/company/salter-brothers","https://au.linkedin.com/company/salter-brothers","Low","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
"70","company_linkedin","66","AU-0448","Triguboff, followed by Salter Brothers as no.1 hotel owners","https://salterbrothers.com.au/about/","1","","company_linkedin_url","https://www.linkedin.com/company/salter-brothers/jobs/","Learn more about our current opportunities","Low","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
