"priority_score","review_bucket","queue_rank","lead_id","company_name","source_url","source_count","additional_source_urls","candidate_type","candidate_value","candidate_context","confidence_suggestion","save_recommendation"
"45","manual_linkedin_search","1","LEAD-0166","H&J Restaurants","queue_public_linkedin_query","1","","linkedin_search_url","https://www.google.com/search?q=site%3Alinkedin.com%2Fin+%22H%26J+Restaurants%22+Australia+director+OR+operations+OR+procurement","site:linkedin.com/in ""H&J Restaurants"" Australia director OR operations OR procurement","Low","Manual search URL for public LinkedIn result review; save only a matched personal/company URL with confidence notes."
"13","technical_status","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/","1","","fetch_status","https://www.hjrestaurants.com.au/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/about","1","","fetch_status","https://www.hjrestaurants.com.au/about","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","1","LEAD-0166","H&J Restaurants","https://www.hjrestaurants.com.au/contact","1","","fetch_status","https://www.hjrestaurants.com.au/contact","","High","Fetch status: 200. Use only if page fetched successfully."
"98","phone_candidate","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","4","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","phone","0800556691","0800 556 691","High","Tel link; save with source/confidence note and review again before outreach."
"98","phone_candidate","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","phone","69115511281","(69 115 511 281)","High","Tel link; save with source/confidence note and review again before outreach."
"94","phone_candidate","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","7","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","phone","+61 2 9277 1111","ditions Help Centre Support Australia 1800 214 822 New Zealand 0800 556 691 International +61 2 9277 1111 Contact Us Manage Reservation Prepayment Feedback Form Back to Top We acknowledge the Tra","Medium","Review whether this is company or person phone before saving."
"94","phone_candidate","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","7","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","phone","1800 214 822","itions Eminence Become A Member Eminence Terms & Conditions Help Centre Support Australia 1800 214 822 New Zealand 0800 556 691 International +61 2 9277 1111 Contact Us Manage Reservation Prep","Medium","Review whether this is company or person phone before saving."
"88","team_or_about_page","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","team_link","https://www.meritonsuites.com.au/leadership/","Leadership Team","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","1","","team_link","https://www.meritonsuites.com.au/our-hotels/nsw/","It's all about the location","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","1","","contact_link","https://reservations.meritonsuites.com.au/?chain=12196&level=chain","Book Now","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","6","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","contact_link","https://www.meritonsuites.com.au/contact-us/","Contact Us","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","contact_link","https://www.meritonsuites.com.au/latest-events/","Latest Events","Medium","Review linked page for contact/form/KP details."
"70","company_linkedin","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","2","https://www.meritonsuites.com.au/contact-us/","company_linkedin_url","https://www.linkedin.com/company/meritonsuites/","https://www.linkedin.com/company/meritonsuites/","Low","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
"60","kp_context_hint","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","role_context","owner","our 6,210 hotel suites and signature Penthouse Collection suites across the country. We have become Australia’s largest owner and operator of apartment-style hotel accommodation, delivering professional service with stylish and modern facilities that anticipate our guests’ every comfort. Our hotel s","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","role_context","events","s Hotel Accommodation Across Australia | Meriton Suites MENU MENU MENU MENU Our Hotels Our Hotels Special Offers Latest Events Our Story Contact Us Online Shop Book Now Check Availability Eminence Join to access exclusive member-only hotel rates. JOIN NOW Your perfect stay reimagined Discover our la","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","role_context","leadership","ng Commission Corporate Accommodation Elevate Direct 2.0 Extended Stays Gift Cards Giveaway Ts & Cs Group Accommodation Leadership Team Meriton Suites Advantage Newly Renovated Our History Privacy Policy Promotional Conditions Social Media Guidelines Sustainability Terms & Conditions Eminence Become","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","1","","role_context","people","ys in Sydney Itinerary One of Australia’s most popular cities, Sydney is a buzzing metropolitan filled with interesting people, amazing sights, and delicious food. Whether you’re visiting sunny Sydney for a quick 48-hour layover or planning a luxurious weekend away, we’ve got the inside scoop on how","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","3","https://www.meritonsuites.com.au/contact-us/ | https://www.meritonsuites.com.au/latest-events/","role_context","team","on Corporate Accommodation Elevate Direct 2.0 Extended Stays Gift Cards Giveaway Ts & Cs Group Accommodation Leadership Team Meriton Suites Advantage Newly Renovated Our History Privacy Policy Promotional Conditions Social Media Guidelines Sustainability Terms & Conditions Eminence Become A Member E","Low","Use as a page-level KP hint; confirm person name/title before saving."
"45","manual_linkedin_search","2","LEAD-0193","Meriton Suites","queue_public_linkedin_query","1","","linkedin_search_url","https://www.google.com/search?q=site%3Alinkedin.com%2Fin+%22Meriton+Suites%22+Australia+director+OR+operations+OR+procurement","site:linkedin.com/in ""Meriton Suites"" Australia director OR operations OR procurement","Low","Manual search URL for public LinkedIn result review; save only a matched personal/company URL with confidence notes."
"13","technical_status","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/","1","","fetch_status","https://www.meritonsuites.com.au/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/contact-us/","1","","fetch_status","https://www.meritonsuites.com.au/contact-us/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","2","LEAD-0193","Meriton Suites","https://www.meritonsuites.com.au/latest-events/","1","","fetch_status","https://www.meritonsuites.com.au/latest-events/","","High","Fetch status: 200. Use only if page fetched successfully."
"98","phone_candidate","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","phone","%2B61+2+9331+9000","P +61 2 9331 9000","High","Tel link; save with source/confidence note and review again before outreach."
"98","phone_candidate","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","phone","%2B852+5705+5388","P +852 5705 5388","High","Tel link; save with source/confidence note and review again before outreach."
"94","phone_candidate","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","phone","+61 2 9331 9000","! Australia Ovolo Hotels Australia 6 Cowper Wharf Roadway, Woolloomooloo, NSW Australia P +61 2 9331 9000 Hong Kong 21st Floor 8 Wyndham Street, Central Hong Kong P +852 5705 5388 Join The Club B","Medium","Review whether this is company or person phone before saving."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","contact_link","https://ovolohotels.com/ask/","Contact","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","2","","contact_link","https://ovolohotels.com/book-ovolo-concierge/","/book-ovolo-concierge/","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","contact_link","https://ovolohotels.com/book-ovolo-concierge/brisbane","","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","contact_link","https://ovolohotels.com/book-ovolo-concierge/canberra","","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","contact_link","https://ovolohotels.com/book-ovolo-concierge/melbourne","","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","contact_link","https://ovolohotels.com/book-ovolo-concierge/sydney","","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","contact_link","https://ovolohotels.com/takin-care-of-business/","Corporate Enquiries","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","contact_link","https://ovolohotels.com/tw/book-ovolo-concierge/","中文 (繁體)","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","11","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","contact_link","https://ovolohotels.com/why-book-direct/","Book Direct Promise","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","contact_link","https://ovolohotels.com/zh/book-ovolo-concierge/","中文 (简体)","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","contact_link","https://ovolohotels.com/events/","All Event Spaces","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","contact_link","https://ovolohotels.com/events/corporate/","Corporate Events","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","contact_link","https://ovolohotels.com/events/weddings/","Weddings","Medium","Review linked page for contact/form/KP details."
"70","company_linkedin","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","company_linkedin_url","https://www.linkedin.com/company/ovolo-group-hotels-&-serviced-apartments","https://www.linkedin.com/company/ovolo-group-hotels-&-serviced-apartments","Low","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
"50","kp_context_hint","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","1","","role_context","crew","URF. SLEEP. REPEAT. Your ultimate wave-filled escape is here! Wake up to the sound of the ocean, ride with the Rip Curl crew, refuel at Kuta Social Club, chill in… Discover More Ovolo Concierge Book direct & unlock your all-access city pass to hidden bars, foodie faves, luxe spas, epic shows and tra","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","role_context","events","ia Bar Yarra Hong Kong Southside Cafe Bali, Indonesia Street 32 Kuta Social Club Offers ▾ Australia Hong Kong Indonesia Events ▾ All Event Spaces Corporate Events Weddings Long stay ▾ Australia Hong Kong Bali More ▾ Book Direct Promise Blog Careers Contact VIPooch Corporate Enquiries Sustainability","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","1","","role_context","f&b","e The Overstay – 2 Nights TWO NIGHTS IS JUST THE BEGINNING Check in. Settle in. Stay out longer than you meant to. With F&B credit from $50 and Apero Hour every evening, The Overstay was… Discover More It Takes Two COMPLIMENTARY BREAKFAST, APERO HOUR, & LATE CHECKOUT. Book direct before June 30th fo","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","role_context","management","Mamaka by Ovolo Home Offers Why Book Direct Privacy Policy Website terms and conditions Blog Sitemap Owned by OMG Hotel Management Limited English 中文 (简体) 中文 (繁體)","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","3","https://ovolohotels.com/ask/ | https://ovolohotels.com/book-ovolo-concierge/","role_context","people","By Ovolo Collective Hotels Each one unique, each one special. The more you explore, the more you’ll find. Which is why people come for the experience, and stay for the memories. Wonder. Full. Hong Kong The Aberdeen by Ovolo Melbourne, Australia Laneways By Ovolo, Melbourne Bali, Indonesia Mamaka by","Low","Use as a page-level KP hint; confirm person name/title before saving."
"45","manual_linkedin_search","3","LEAD-0194","Ovolo Hotels Australia","queue_public_linkedin_query","1","","linkedin_search_url","https://www.google.com/search?q=site%3Alinkedin.com%2Fin+%22Ovolo+Hotels+Australia%22+Australia+director+OR+operations+OR+procurement","site:linkedin.com/in ""Ovolo Hotels Australia"" Australia director OR operations OR procurement","Low","Manual search URL for public LinkedIn result review; save only a matched personal/company URL with confidence notes."
"13","technical_status","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/","1","","fetch_status","https://ovolohotels.com/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/ask/","1","","fetch_status","https://ovolohotels.com/ask/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","3","LEAD-0194","Ovolo Hotels Australia","https://ovolohotels.com/book-ovolo-concierge/","1","","fetch_status","https://ovolohotels.com/book-ovolo-concierge/","","High","Fetch status: 200. Use only if page fetched successfully."
"88","team_or_about_page","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","9","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","team_link","https://www.traderhouse.com.au/about","About","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","3","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","contact_link","https://www.traderhouse.com.au/contact-us","Contact us","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","3","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","contact_link","https://www.traderhouse.com.au/events","","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","9","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","contact_link","https://www.traderhouse.com.au/events-contact","","Medium","Review linked page for contact/form/KP details."
"66","supplier_or_procurement_page","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/about","1","","supplier_link","https://www.traderhouse.com.au/venue-list/bar-miette","Click Here","Medium","Review linked page for contact/form/KP details."
"66","supplier_or_procurement_page","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/about","1","","supplier_link","https://www.traderhouse.com.au/venue-list/supernormal-brisbane","Click Here","Medium","Review linked page for contact/form/KP details."
"60","kp_context_hint","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/about","1","","role_context","owner","tation of each restaurant, bar and retail space are a testament to the vision and diligence of him and his team. Chef & Owner Andrew McConnell Born and raised in the city, Andrew McConnell is the quintessential Melburnian. With a profound passion for produce, cooking, eating, art and design, it’s no","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/about","1","","role_context","culinary","Jo McGann. Ours are some of Melbourne’s most iconic and critically acclaimed establishments; they embody the values and culinary culture of Melbourne. They include award-winning restaurants, bars, a pub, a bakery & grocer and specialty butcheries. They are acclaimed locally and internationally for b","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","3","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","role_context","events","Contact Us — Trader House Skip to Content Open Menu Close Menu About Venues Careers Events Event Spaces Contact Our Events Team Stories 0 0 0 0 About Venues Careers Events Event Spaces Contact Our Events Team Stories Open Menu Close Menu About Venues Careers Folde","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","3","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","role_context","people","retail stores by Andrew McConnell & Jo McGann. Trader House acknowledges and pays respect to the Wurundjeri Woi Wurrung people of the Kulin Nation and the Jagera people & Turrbal people of Meanjin, the Traditional Custodians of the lands on which we live, cook, grow and create. We pay respect to the","Low","Use as a page-level KP hint; confirm person name/title before saving."
"50","kp_context_hint","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","3","https://www.traderhouse.com.au/about | https://www.traderhouse.com.au/contact-us","role_context","team","tact Us — Trader House Skip to Content Open Menu Close Menu About Venues Careers Events Event Spaces Contact Our Events Team Stories 0 0 0 0 About Venues Careers Events Event Spaces Contact Our Events Team Stories Open Menu Close Menu About Venues Careers Folder: Events Back Event Spaces Contact Our","Low","Use as a page-level KP hint; confirm person name/title before saving."
"45","manual_linkedin_search","4","LEAD-0176","Trader House","queue_public_linkedin_query","1","","linkedin_search_url","https://www.google.com/search?q=site%3Alinkedin.com%2Fin+%22Trader+House%22+Australia+director+OR+operations+OR+procurement","site:linkedin.com/in ""Trader House"" Australia director OR operations OR procurement","Low","Manual search URL for public LinkedIn result review; save only a matched personal/company URL with confidence notes."
"13","technical_status","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/","1","","fetch_status","https://www.traderhouse.com.au/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/about","1","","fetch_status","https://www.traderhouse.com.au/about","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","4","LEAD-0176","Trader House","https://www.traderhouse.com.au/contact-us","1","","fetch_status","https://www.traderhouse.com.au/contact-us","","High","Fetch status: 200. Use only if page fetched successfully."
"102","official_form_candidate","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/contact","1","","contact_form","https://www.abhotels.com.au/contact","contact_form form method=unknown action=current page First name * Email * Phone Subject * Write a message * Send","High","Official page contains a form; save as company_contact_form_url only if it is a contact/enquiry form, not only a booking widget."
"88","team_or_about_page","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/","3","https://www.abhotels.com.au/about | https://www.abhotels.com.au/contact","team_link","https://www.abhotels.com.au/about","https://www.abhotels.com.au/about","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/","3","https://www.abhotels.com.au/about | https://www.abhotels.com.au/contact","contact_link","https://www.abhotels.com.au/contact","https://www.abhotels.com.au/contact","Medium","Review linked page for contact/form/KP details."
"50","kp_context_hint","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/","2","https://www.abhotels.com.au/about","role_context","people","tality & good times collide Proudly Pouring Hospitality AB Hotels is built on the belief that good hospitality connects people, enriches neighbourhoods, and supports local culture. Our Venues Harwood Hotel Harwood, NSW, 2465 HARWOOD Kent St Hotel Sydney CBD, NSW, 2000 KENT ST Valla Beach Tavern Vall","Low","Use as a page-level KP hint; confirm person name/title before saving."
"45","manual_linkedin_search","5","LEAD-0180","AB Hotels","queue_public_linkedin_query","1","","linkedin_search_url","https://www.google.com/search?q=site%3Alinkedin.com%2Fin+%22AB+Hotels%22+Australia+director+OR+operations+OR+procurement","site:linkedin.com/in ""AB Hotels"" Australia director OR operations OR procurement","Low","Manual search URL for public LinkedIn result review; save only a matched personal/company URL with confidence notes."
"13","technical_status","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/","1","","fetch_status","https://www.abhotels.com.au/","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/about","1","","fetch_status","https://www.abhotels.com.au/about","","High","Fetch status: 200. Use only if page fetched successfully."
"13","technical_status","5","LEAD-0180","AB Hotels","https://www.abhotels.com.au/contact","1","","fetch_status","https://www.abhotels.com.au/contact","","High","Fetch status: 200. Use only if page fetched successfully."
"108","company_email","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/contact","2","","email","merchandisingteam@alhgroup.com.au","Pty Ltd ACN: 098 212 134 Media enquiries : media@edg.com.au Beverage Supplier Enquiries : merchandisingteam@alhgroup.com.au Alternatively, you can contact us using the form provided. General Enquiries Top NEWS Con","High","Review whether this is company, department, or person email before saving."
"88","team_or_about_page","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/","6","https://www.alhgroup.com.au/about | https://www.alhgroup.com.au/contact","team_link","https://www.alhgroup.com.au/about","","Medium","Review linked page for contact/form/KP details."
"88","team_or_about_page","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/","3","https://www.alhgroup.com.au/about | https://www.alhgroup.com.au/contact","team_link","https://www.alhgroup.com.au/responsible-service-of-gaming","Learn about our approach","Medium","Review linked page for contact/form/KP details."
"72","company_contact_page","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/","6","https://www.alhgroup.com.au/about | https://www.alhgroup.com.au/contact","contact_link","https://www.alhgroup.com.au/contact","General Enquiries","Medium","Review linked page for contact/form/KP details."
"72","events_or_functions_contact","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/","6","https://www.alhgroup.com.au/about | https://www.alhgroup.com.au/contact","contact_link","https://www.alhgroup.com.au/functions","","Medium","Review linked page for contact/form/KP details."
"70","company_linkedin","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/","3","https://www.alhgroup.com.au/about | https://www.alhgroup.com.au/contact","company_linkedin_url","https://au.linkedin.com/company/alhhotels","","Low","Use as a manual LinkedIn review URL; do not treat as verified direct contact until person/company fit is confirmed."
"50","kp_context_hint","6","LEAD-0120","ALH Group","https://www.alhgroup.com.au/about","1","","role_context","operations",". We employ over 15,000 people across Australia at more than 350 licensed venues. Our main business activities are: Pub operations such as bar, food, accommodation, functions and entertainment. Property development. We acquire, redevelop, and refurbish venues to optimise our portfolio and offer stat","Low","Use as a page-level KP hint; confirm person name/title before saving."
